Location,Item,Sale Department,Master Sale Department,DOB,Quantity,Net Amount,Gross Amount,Item Number
317 Marketplace,"16oz Shake - 16oz Strawberry","Beverages","NA BEVERAGE",3/2/2018,3,0,0,0
317 Marketplace,"22oz Fountain Drink","Beverages","NA BEVERAGE",3/2/2018,37,68,74,251
317 Marketplace,"32oz  Fountain Drink","Beverages","NA BEVERAGE",3/2/2018,13,22.5,29.25,1752
317 Marketplace,"32oz Refill","Beverages","NA BEVERAGE",3/2/2018,9,15.75,15.75,644
317 Marketplace,"American","Food","FOOD",3/2/2018,2,0,0,1460
317 Marketplace,"Avocado","Food","FOOD",3/2/2018,2,0,0,1415
317 Marketplace,"Balsamic Vinagrette","Food","FOOD",3/2/2018,1,0,0,1567
317 Marketplace,"Banana Peppers","Food","FOOD",3/2/2018,4,0,0,1666
317 Marketplace,"BBQ","Food","FOOD",3/2/2018,1,0,0,1565
317 Marketplace,"BBQ Kettle Chips","Food","FOOD",3/2/2018,1,0,0,1987
317 Marketplace,"Bell Peppers","Food","FOOD",3/2/2018,4,0,0,1665
317 Marketplace,"Black Olives","Food","FOOD",3/2/2018,6,0,0,1670
317 Marketplace,"Bottled Water","Beverages","NA BEVERAGE",3/2/2018,1,1.75,1.75,1760
317 Marketplace,"Candy Token","Food","FOOD",3/2/2018,2,0,0,1954
317 Marketplace,"Caramel Onion","Food","FOOD",3/2/2018,5,0,0,1615
317 Marketplace,"Cheddar","Food","FOOD",3/2/2018,3,0,0,1470
317 Marketplace,"Chipotle Mayo","Food","FOOD",3/2/2018,2,0,0,1547
317 Marketplace,"Chips","Food","FOOD",3/2/2018,88,106.25,110,1425
317 Marketplace,"Choc Milk","Beverages","NA BEVERAGE",3/2/2018,1,0,0,1365
317 Marketplace,"Chocolate Chip","Food","FOOD",3/2/2018,14,0,0,1436
317 Marketplace,"Classic Box Lunch","Catering","CATERING",3/2/2018,14,101,119,7271
317 Marketplace,"Cobb Salad Wrap","Food","FOOD",3/2/2018,1,7.5,7.5,2324
317 Marketplace,"Coldwich","Food","FOOD",3/2/2018,4,0,0,1732
317 Marketplace,"Courtney's Cake","Food","FOOD",3/2/2018,4,7.8,7.8,60001
317 Marketplace,"Courtney's Cookie","Food","FOOD",3/2/2018,7,9,10.5,1447
317 Marketplace,"Crispy Strings","Food","FOOD",3/2/2018,2,0,0,1625
317 Marketplace,"CrushRed Pepp","Food","FOOD",3/2/2018,1,0,0,1730
317 Marketplace,"Cucumbers","Food","FOOD",3/2/2018,2,0,0,1650
317 Marketplace,"Dijon Mustard","Food","FOOD",3/2/2018,3,0,0,1525
317 Marketplace,"Drink","Beverages","NA BEVERAGE",3/2/2018,14,0,0,1746
317 Marketplace,"Drink - 22oz Fountain Drink","Beverages","NA BEVERAGE",3/2/2018,12,18,24,0
317 Marketplace,"Drink - 32oz  Fountain Drink","Beverages","NA BEVERAGE",3/2/2018,2,4.5,4.5,0
317 Marketplace,"Garlic","Food","FOOD",3/2/2018,2,0,0,1725
317 Marketplace,"Gyro Favorite","Food","FOOD",3/2/2018,3,23.25,23.25,386
317 Marketplace,"Ham","Food","FOOD",3/2/2018,3,0,0,145
317 Marketplace,"Honey Mustard","Food","FOOD",3/2/2018,2,0,0,1530
317 Marketplace,"Hot Pepper Mix","Food","FOOD",3/2/2018,2,0,0,1690
317 Marketplace,"Hotwich","Food","FOOD",3/2/2018,18,0,0,1731
317 Marketplace,"Hummus","Food","FOOD",3/2/2018,3,0,0,315
317 Marketplace,"Italian Club","Food","FOOD",3/2/2018,9,65.87,69.75,2314
317 Marketplace,"Jalapeno Hummus","Food","FOOD",3/2/2018,1,0,0,1587
317 Marketplace,"Jalapenos","Food","FOOD",3/2/2018,3,0,0,1660
317 Marketplace,"Juice","Beverages","NA BEVERAGE",3/2/2018,1,0,0,1370
317 Marketplace,"Kid Apple Slice","Food","FOOD",3/2/2018,2,0,0,1384
317 Marketplace,"Kid Carrots","Food","FOOD",3/2/2018,2,0,0,1387
317 Marketplace,"Kids Rollups","Food","FOOD",3/2/2018,1,5,5,1326
317 Marketplace,"Kidswich","Food","FOOD",3/2/2018,4,17.5,20,1325
317 Marketplace,"Lay's Regular","Food","FOOD",3/2/2018,1,0,0,1982
317 Marketplace,"Lettuce","Food","FOOD",3/2/2018,18,0,0,1630
317 Marketplace,"Lettucewich Chicken","Food","FOOD",3/2/2018,1,6,6,9551
317 Marketplace,"Lettucewich Chicken - REG-Double Meat*","Food","FOOD",3/2/2018,1,2,2,0
317 Marketplace,"Lettucewich Roast Beef","Food","FOOD",3/2/2018,1,6,6,9801
317 Marketplace,"Lettucewich Roast Beef - REG-Bacon*","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"Lettucewich Tuna Salad","Food","FOOD",3/2/2018,2,12,12,9852
317 Marketplace,"Lettucewich Turkey","Food","FOOD",3/2/2018,1,6,6,9601
317 Marketplace,"Light Mayo","Food","FOOD",3/2/2018,2,0,0,1545
317 Marketplace,"LRG Black Bean Patty","Food","FOOD",3/2/2018,2,11,17,70
317 Marketplace,"LRG Black Bean Patty - LRG-Avocado","Food","FOOD",3/2/2018,1,1.5,1.5,0
317 Marketplace,"LRG Buffalo Chicken","Food","FOOD",3/2/2018,4,34,34,47
317 Marketplace,"LRG Chicken","Food","FOOD",3/2/2018,2,17,17,46
317 Marketplace,"LRG Chicken - LRG-Bacon","Food","FOOD",3/2/2018,1,1.5,1.5,0
317 Marketplace,"LRG Chicken Cordon Bleu","Food","FOOD",3/2/2018,1,8.5,8.5,50
317 Marketplace,"LRG Chicken Cordon Bleu - LRG-Bacon","Food","FOOD",3/2/2018,1,1.5,1.5,0
317 Marketplace,"LRG Chicken Cordon Bleu - LRG-Double Cheese","Food","FOOD",3/2/2018,1,1.5,1.5,0
317 Marketplace,"LRG Chicken Pesto","Food","FOOD",3/2/2018,1,8.5,8.5,80
317 Marketplace,"LRG Corned Beef","Food","FOOD",3/2/2018,2,17,17,37
317 Marketplace,"LRG Corned Beef - LRG-Avocado","Food","FOOD",3/2/2018,1,1.5,1.5,0
317 Marketplace,"LRG Egg Salad","Food","FOOD",3/2/2018,4,34,34,87
317 Marketplace,"LRG Grinder","Food","FOOD",3/2/2018,6,45,51,76
317 Marketplace,"LRG Grinder - LRG-Double Cheese","Food","FOOD",3/2/2018,1,1.5,1.5,0
317 Marketplace,"LRG Ham","Food","FOOD",3/2/2018,2,17,17,26
317 Marketplace,"LRG Ham - LRG-Double Meat","Food","FOOD",3/2/2018,1,3,3,0
317 Marketplace,"LRG Pepperoni Pizzawich","Food","FOOD",3/2/2018,4,34,34,79
317 Marketplace,"LRG Pepperoni Pizzawich - LRG-Double Cheese","Food","FOOD",3/2/2018,2,3,3,0
317 Marketplace,"LRG Pepperoni Pizzawich - LRG-Double Meat","Food","FOOD",3/2/2018,1,3,3,0
317 Marketplace,"LRG Surf & Turf","Food","FOOD",3/2/2018,1,8.5,8.5,58
317 Marketplace,"LRG The Avocado","Food","FOOD",3/2/2018,2,17,17,67
317 Marketplace,"LRG The Avocado - LRG-Bacon","Food","FOOD",3/2/2018,1,1.5,1.5,0
317 Marketplace,"LRG Tuna Salad","Food","FOOD",3/2/2018,2,17,17,56
317 Marketplace,"LRG Turkey","Food","FOOD",3/2/2018,7,51,59.5,16
317 Marketplace,"LRG Turkey - LRG-Avocado","Food","FOOD",3/2/2018,1,1.5,1.5,0
317 Marketplace,"LRG Turkey - LRG-Bacon","Food","FOOD",3/2/2018,1,1.5,1.5,0
317 Marketplace,"LRG Wicked","Food","FOOD",3/2/2018,3,30,30,99
317 Marketplace,"LRG Wicked - LRG-Avocado","Food","FOOD",3/2/2018,1,1.5,1.5,0
317 Marketplace,"Milk","Beverages","NA BEVERAGE",3/2/2018,1,0,0,1360
317 Marketplace,"Mozzarella","Food","FOOD",3/2/2018,3,0,0,1485
317 Marketplace,"Mushrooms","Food","FOOD",3/2/2018,3,0,0,1680
317 Marketplace,"Oil","Food","FOOD",3/2/2018,4,0,0,1695
317 Marketplace,"Olive Salad","Food","FOOD",3/2/2018,2,0,0,1675
317 Marketplace,"Oregano","Food","FOOD",3/2/2018,3,0,0,1705
317 Marketplace,"Pepper","Food","FOOD",3/2/2018,6,0,0,1720
317 Marketplace,"Pesto","Food","FOOD",3/2/2018,3,0,0,1580
317 Marketplace,"Philly Cheesesteak","Food","FOOD",3/2/2018,6,46.5,46.5,392
317 Marketplace,"Philly Cheesesteak - REG-Double Cheese","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"Pickles","Food","FOOD",3/2/2018,9,0,0,1640
317 Marketplace,"Provolone","Food","FOOD",3/2/2018,8,0,0,1475
317 Marketplace,"PX Loyalty","Retail","RETAIL",3/2/2018,53,0,0,80020
317 Marketplace,"PX Point Accrual","Retail","RETAIL",3/2/2018,50,0,0,80010
317 Marketplace,"Quinoa","Food","FOOD",3/2/2018,1,0,0,1663
317 Marketplace,"Ranch","Food","FOOD",3/2/2018,1,0,0,1600
317 Marketplace,"Red Onions","Food","FOOD",3/2/2018,7,0,0,1620
317 Marketplace,"REG Black Bean Patty","Food","FOOD",3/2/2018,2,12,12,325
317 Marketplace,"REG Buff Chicken","Food","FOOD",3/2/2018,4,24,24,230
317 Marketplace,"REG Buff Chicken - REG-Bacon","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Caprese","Food","FOOD",3/2/2018,2,12,12,305
317 Marketplace,"REG Caprese - REG-Bacon","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Chicken","Food","FOOD",3/2/2018,4,24,24,225
317 Marketplace,"REG Chicken - REG-Bacon","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Chicken Cordon Bleu","Food","FOOD",3/2/2018,1,6,6,245
317 Marketplace,"REG Chicken Pesto","Food","FOOD",3/2/2018,1,6,6,365
317 Marketplace,"REG Club","Food","FOOD",3/2/2018,6,30,36,430
317 Marketplace,"REG Crab Salad","Food","FOOD",3/2/2018,4,18.99,24,270
317 Marketplace,"REG Crab Salad - REG-Avocado","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Crab Salad - REG-Sliced Egg","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG French Dip","Food","FOOD",3/2/2018,5,24,30,445
317 Marketplace,"REG French Dip - REG-Sliced Egg","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Grinder","Food","FOOD",3/2/2018,4,24,24,345
317 Marketplace,"REG Grinder - REG-Avocado","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Ham","Food","FOOD",3/2/2018,11,36,36,145
317 Marketplace,"REG Ham - REG-Double Cheese","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Meatball","Food","FOOD",3/2/2018,2,12,12,350
317 Marketplace,"REG Roast Beef","Food","FOOD",3/2/2018,11,54,66,185
317 Marketplace,"REG Roast Beef - REG-Double Meat","Food","FOOD",3/2/2018,1,2,2,0
317 Marketplace,"REG Thank You Turkey","Food","FOOD",3/2/2018,1,6,6,115
317 Marketplace,"REG Thank You Turkey - REG-Bacon","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Thank You Turkey - REG-Double Cheese","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG The Avocado","Food","FOOD",3/2/2018,2,12,12,310
317 Marketplace,"REG The Avocado - REG-Double Cheese","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Tuna Salad","Food","FOOD",3/2/2018,14,54.99,60,265
317 Marketplace,"REG Tuna Salad - REG-Avocado","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Tuna Salad - REG-Sliced Egg","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Turkey","Food","FOOD",3/2/2018,24,102,114,105
317 Marketplace,"REG Turkey - REG-Avocado","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Turkey - REG-Bacon","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"REG Turkey - REG-Double Meat","Food","FOOD",3/2/2018,1,2,2,0
317 Marketplace,"REG Turkeywich","Food","FOOD",3/2/2018,1,6,6,120
317 Marketplace,"REG Wicked","Food","FOOD",3/2/2018,7,43,49,98
317 Marketplace,"Regular Mayo","Food","FOOD",3/2/2018,4,0,0,1540
317 Marketplace,"Roast Beef","Food","FOOD",3/2/2018,1,0,0,185
317 Marketplace,"Roasted Red Peppers","Food","FOOD",3/2/2018,1,0,0,0
317 Marketplace,"Salt","Food","FOOD",3/2/2018,5,0,0,1715
317 Marketplace,"Salt & Vinegar Kettle","Food","FOOD",3/2/2018,1,0,0,1988
317 Marketplace,"SLD Club","Food","FOOD",3/2/2018,2,14,14,1250
317 Marketplace,"SLD Club - REG-Avocado","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"SLD Club - REG-Sliced Egg","Food","FOOD",3/2/2018,2,2,2,0
317 Marketplace,"SLD Turkey","Food","FOOD",3/2/2018,1,7,7,925
317 Marketplace,"SLD Turkey - REG-Bacon","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"SLD Turkey - REG-Sliced Egg","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"Soda","Beverages","NA BEVERAGE",3/2/2018,2,0,0,1375
317 Marketplace,"Spicy Ranch","Food","FOOD",3/2/2018,1,0,0,1601
317 Marketplace,"Spinach","Food","FOOD",3/2/2018,5,0,0,1656
317 Marketplace,"SunChips","Food","FOOD",3/2/2018,2,0,0,1985
317 Marketplace,"SUP Black Bean Patty","Food","FOOD",3/2/2018,1,11.75,11.75,735
317 Marketplace,"SUP Chicken","Food","FOOD",3/2/2018,1,11.75,11.75,635
317 Marketplace,"SUP Egg Salad","Food","FOOD",3/2/2018,1,11.75,11.75,800
317 Marketplace,"SUP Tuna Salad","Food","FOOD",3/2/2018,1,11.75,11.75,675
317 Marketplace,"Superfood Wich","Food","FOOD",3/2/2018,6,40.5,46.5,2312
317 Marketplace,"Swiss","Food","FOOD",3/2/2018,4,0,0,1465
317 Marketplace,"The Reuben","Food","FOOD",3/2/2018,5,38.75,38.75,388
317 Marketplace,"Tomato","Food","FOOD",3/2/2018,11,0,0,1635
317 Marketplace,"Turkey","Food","FOOD",3/2/2018,1,0,0,105
317 Marketplace,"Ultimate BLT","Food","FOOD",3/2/2018,5,38.75,38.75,411
317 Marketplace,"Vinegar","Food","FOOD",3/2/2018,3,0,0,1700
317 Marketplace,"Wheat Bread","Food","FOOD",3/2/2018,8,0,0,1515
317 Marketplace,"White Bread","Food","FOOD",3/2/2018,13,0,0,1510
317 Marketplace,"Wrap Corned Beef","Food","FOOD",3/2/2018,1,6,6,9302
317 Marketplace,"Wrap The Avocado","Food","FOOD",3/2/2018,1,6,6,9151
317 Marketplace,"Wrap The Avocado - REG-Double Cheese","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"Wrap Turkey","Food","FOOD",3/2/2018,2,12,12,9101
317 Marketplace,"Wrap Turkey - REG-Bacon","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"Wrap Turkey - REG-Sliced Egg","Food","FOOD",3/2/2018,1,1,1,0
317 Marketplace,"Wrap Wicked","Food","FOOD",3/2/2018,1,6.75,6.75,9008
317 Marketplace,"Wrap Wicked - REG-Double Meat","Food","FOOD",3/2/2018,1,2,2,0
317 Marketplace,"Yellow Cheese","Food","FOOD",3/2/2018,1,0,0,1492
317 Marketplace,"Yellow Mustard","Food","FOOD",3/2/2018,3,0,0,1520
317 Marketplace,"16oz Shake","Beverages","NA BEVERAGE",3/3/2018,10,32.5,32.5,342
317 Marketplace,"16oz Shake - 16oz Chocolate","Beverages","NA BEVERAGE",3/3/2018,7,0,0,0
317 Marketplace,"16oz Shake - 16oz Oreo","Beverages","NA BEVERAGE",3/3/2018,3,0,0,0
317 Marketplace,"16oz Shake - 16oz Vanilla","Beverages","NA BEVERAGE",3/3/2018,1,0,0,0
317 Marketplace,"22oz Fountain Drink","Beverages","NA BEVERAGE",3/3/2018,62,111.8,124,251
317 Marketplace,"22oz Shake","Beverages","NA BEVERAGE",3/3/2018,1,4.25,4.25,343
317 Marketplace,"22oz Shake - 22oz Chocolate","Beverages","NA BEVERAGE",3/3/2018,1,0,0,0
317 Marketplace,"32oz  Fountain Drink","Beverages","NA BEVERAGE",3/3/2018,25,45,56.25,1752
317 Marketplace,"32oz Refill","Beverages","NA BEVERAGE",3/3/2018,6,8.39,10.5,644
317 Marketplace,"American","Food","FOOD",3/3/2018,1,0,0,1460
317 Marketplace,"Avocado","Food","FOOD",3/3/2018,1,0,0,1415
317 Marketplace,"Balsamic Vinagrette","Food","FOOD",3/3/2018,1,0,0,1567
317 Marketplace,"BBQ","Food","FOOD",3/3/2018,1,0,0,1565
317 Marketplace,"Bell Peppers","Food","FOOD",3/3/2018,1,0,0,1665
317 Marketplace,"Black Olives","Food","FOOD",3/3/2018,4,0,0,1670
317 Marketplace,"Buffalo","Food","FOOD",3/3/2018,3,0,0,1570
317 Marketplace,"Candy Token","Food","FOOD",3/3/2018,1,0,0,1954
317 Marketplace,"Caramel Onion","Food","FOOD",3/3/2018,1,0,0,1615
317 Marketplace,"Cheddar","Food","FOOD",3/3/2018,7,0,0,1470
317 Marketplace,"Cheese Pizza","Food","FOOD",3/3/2018,3,15,15,1345
317 Marketplace,"Chipotle Mayo","Food","FOOD",3/3/2018,1,0,0,1547
317 Marketplace,"Chips","Food","FOOD",3/3/2018,89,100.99,111.25,1425
317 Marketplace,"Choc Milk","Beverages","NA BEVERAGE",3/3/2018,6,0,0,1365
317 Marketplace,"Cobb Salad Wrap","Food","FOOD",3/3/2018,1,7.5,7.5,2324
317 Marketplace,"Coldwich","Food","FOOD",3/3/2018,2,0,0,1732
317 Marketplace,"Courtney's Cake","Food","FOOD",3/3/2018,5,9.75,9.75,60001
317 Marketplace,"Courtney's Cookie","Food","FOOD",3/3/2018,5,7.5,7.5,1447
317 Marketplace,"Crispy Strings","Food","FOOD",3/3/2018,1,0,0,1625
317 Marketplace,"Cucumbers","Food","FOOD",3/3/2018,2,0,0,1650
317 Marketplace,"Dijon Mustard","Food","FOOD",3/3/2018,1,0,0,1525
317 Marketplace,"Drink","Beverages","NA BEVERAGE",3/3/2018,3,0,0,1746
317 Marketplace,"Drink - 22oz Fountain Drink","Beverages","NA BEVERAGE",3/3/2018,3,6,6,0
317 Marketplace,"Grilled Cheese","Food","FOOD",3/3/2018,6,30,30,1335
317 Marketplace,"Gyro Favorite","Food","FOOD",3/3/2018,8,62,62,386
317 Marketplace,"Ham","Food","FOOD",3/3/2018,1,0,0,145
317 Marketplace,"Hotwich","Food","FOOD",3/3/2018,14,0,0,1731
317 Marketplace,"Italian Club","Food","FOOD",3/3/2018,3,23.25,23.25,2314
317 Marketplace,"Jalapenos","Food","FOOD",3/3/2018,3,0,0,1660
317 Marketplace,"Juice","Beverages","NA BEVERAGE",3/3/2018,2,0,0,1370
317 Marketplace,"Kid Apple Slice","Food","FOOD",3/3/2018,1,0,0,1384
317 Marketplace,"Kid Carrots","Food","FOOD",3/3/2018,1,0,0,1387
317 Marketplace,"Kids Rollups","Food","FOOD",3/3/2018,2,10,10,1326
317 Marketplace,"Kidswich","Food","FOOD",3/3/2018,4,20,20,1325
317 Marketplace,"Lettuce","Food","FOOD",3/3/2018,10,0,0,1630
317 Marketplace,"Lettucewich Black Bean","Food","FOOD",3/3/2018,1,0,6,9653
317 Marketplace,"Lettucewich Buff Chicken","Food","FOOD",3/3/2018,1,6,6,9552
317 Marketplace,"Lettucewich Chick Pesto","Food","FOOD",3/3/2018,1,6,6,9553
317 Marketplace,"Lettucewich Club","Food","FOOD",3/3/2018,2,2,12,9507
317 Marketplace,"Lettucewich Turkey","Food","FOOD",3/3/2018,2,12,12,9601
317 Marketplace,"Light Mayo","Food","FOOD",3/3/2018,2,0,0,1545
317 Marketplace,"LRG Black Bean Patty","Food","FOOD",3/3/2018,3,25.5,25.5,70
317 Marketplace,"LRG Buffalo Chicken","Food","FOOD",3/3/2018,6,51,51,47
317 Marketplace,"LRG Buffalo Chicken - LRG-Bacon","Food","FOOD",3/3/2018,2,3,3,0
317 Marketplace,"LRG Buffalo Chicken - LRG-Double Cheese","Food","FOOD",3/3/2018,2,3,3,0
317 Marketplace,"LRG Chicken","Food","FOOD",3/3/2018,1,8.5,8.5,46
317 Marketplace,"LRG Chicken - LRG-Double Meat","Food","FOOD",3/3/2018,1,3,3,0
317 Marketplace,"LRG Chicken Cordon Bleu","Food","FOOD",3/3/2018,2,11,17,50
317 Marketplace,"LRG Chicken Pesto","Food","FOOD",3/3/2018,2,17,17,80
317 Marketplace,"LRG Club","Food","FOOD",3/3/2018,1,8.5,8.5,7
317 Marketplace,"LRG Corned Beef","Food","FOOD",3/3/2018,1,8.5,8.5,37
317 Marketplace,"LRG Corned Beef - LRG-Bacon","Food","FOOD",3/3/2018,1,1.5,1.5,0
317 Marketplace,"LRG Crab Salad","Food","FOOD",3/3/2018,1,8.5,8.5,57
317 Marketplace,"LRG French Dip","Food","FOOD",3/3/2018,1,8.5,8.5,10
317 Marketplace,"LRG Grinder","Food","FOOD",3/3/2018,4,34,34,76
317 Marketplace,"LRG Grinder - LRG-Avocado","Food","FOOD",3/3/2018,1,1.5,1.5,0
317 Marketplace,"LRG Grinder - LRG-Double Cheese","Food","FOOD",3/3/2018,1,1.5,1.5,0
317 Marketplace,"LRG Grinder - LRG-Double Meat","Food","FOOD",3/3/2018,1,3,3,0
317 Marketplace,"LRG Ham","Food","FOOD",3/3/2018,2,17,17,26
317 Marketplace,"LRG Ham - LRG-Bacon","Food","FOOD",3/3/2018,1,1.5,1.5,0
317 Marketplace,"LRG Ham - LRG-Double Cheese","Food","FOOD",3/3/2018,1,1.5,1.5,0
317 Marketplace,"LRG Meatball","Food","FOOD",3/3/2018,1,8.5,8.5,77
317 Marketplace,"LRG Pepperoni Pizzawich","Food","FOOD",3/3/2018,1,8.5,8.5,79
317 Marketplace,"LRG Pepperoni Pizzawich - LRG-Bacon","Food","FOOD",3/3/2018,1,1.5,1.5,0
317 Marketplace,"LRG Roast Beef","Food","FOOD",3/3/2018,1,8.5,8.5,36
317 Marketplace,"LRG Thank You Turkey","Food","FOOD",3/3/2018,1,8.5,8.5,18
317 Marketplace,"LRG Tuna Salad","Food","FOOD",3/3/2018,1,8.5,8.5,56
317 Marketplace,"LRG Turkey","Food","FOOD",3/3/2018,4,22,34,16
317 Marketplace,"LRG Turkeywich","Food","FOOD",3/3/2018,1,8.5,8.5,19
317 Marketplace,"LRG Wicked","Food","FOOD",3/3/2018,4,40,40,99
317 Marketplace,"LRG Wicked - LRG-Double Meat","Food","FOOD",3/3/2018,2,6,6,0
317 Marketplace,"Meatball Grinder","Food","FOOD",3/3/2018,2,9.5,15.5,382
317 Marketplace,"Milk","Beverages","NA BEVERAGE",3/3/2018,1,0,0,1360
317 Marketplace,"Mozzarella","Food","FOOD",3/3/2018,1,0,0,1485
317 Marketplace,"Mushrooms","Food","FOOD",3/3/2018,1,0,0,1680
317 Marketplace,"Oil","Food","FOOD",3/3/2018,2,0,0,1695
317 Marketplace,"Olive Salad","Food","FOOD",3/3/2018,1,0,0,1675
317 Marketplace,"Pepper","Food","FOOD",3/3/2018,4,0,0,1720
317 Marketplace,"Pepper Jack","Food","FOOD",3/3/2018,3,0,0,1480
317 Marketplace,"Philly Cheesesteak","Food","FOOD",3/3/2018,10,77.5,77.5,392
317 Marketplace,"Pickles","Food","FOOD",3/3/2018,2,0,0,1640
317 Marketplace,"Provolone","Food","FOOD",3/3/2018,11,0,0,1475
317 Marketplace,"PX Loyalty","Retail","RETAIL",3/3/2018,52,0,0,80020
317 Marketplace,"PX Point Accrual","Retail","RETAIL",3/3/2018,45,0,0,80010
317 Marketplace,"Ranch","Food","FOOD",3/3/2018,3,0,0,1600
317 Marketplace,"Red Onions","Food","FOOD",3/3/2018,6,0,0,1620
317 Marketplace,"REG Black Bean Patty","Food","FOOD",3/3/2018,9,49,54,325
317 Marketplace,"REG Black Bean Patty - REG-Avocado","Food","FOOD",3/3/2018,4,4,4,0
317 Marketplace,"REG Black Bean Patty - REG-Sliced Egg","Food","FOOD",3/3/2018,1,1,1,0
317 Marketplace,"REG Buff Chicken","Food","FOOD",3/3/2018,8,47.4,48,230
317 Marketplace,"REG Caprese","Food","FOOD",3/3/2018,7,36,42,305
317 Marketplace,"REG Caprese - REG-Avocado","Food","FOOD",3/3/2018,1,1,1,0
317 Marketplace,"REG Chicken","Food","FOOD",3/3/2018,6,33,36,225
317 Marketplace,"REG Chicken - REG-Avocado","Food","FOOD",3/3/2018,1,1,1,0
317 Marketplace,"REG Chicken - REG-Bacon","Food","FOOD",3/3/2018,4,4,4,0
317 Marketplace,"REG Chicken Cordon Bleu","Food","FOOD",3/3/2018,1,6,6,245
317 Marketplace,"REG Chicken Pesto","Food","FOOD",3/3/2018,5,24,30,365
317 Marketplace,"REG Chicken Pesto - REG-Bacon","Food","FOOD",3/3/2018,1,1,1,0
317 Marketplace,"REG Chicken Salad","Food","FOOD",3/3/2018,1,6,6,395
317 Marketplace,"REG Club","Food","FOOD",3/3/2018,6,36,36,430
317 Marketplace,"REG Corned Beef","Food","FOOD",3/3/2018,2,12,12,190
317 Marketplace,"REG Crab Salad","Food","FOOD",3/3/2018,1,6,6,270
317 Marketplace,"REG French Dip","Food","FOOD",3/3/2018,5,29.4,30,445
317 Marketplace,"REG French Dip - REG-Double Cheese","Food","FOOD",3/3/2018,1,1,1,0
317 Marketplace,"REG Grinder","Food","FOOD",3/3/2018,9,49,54,345
317 Marketplace,"REG Ham","Food","FOOD",3/3/2018,7,42,42,145
317 Marketplace,"REG Ham - REG-Avocado","Food","FOOD",3/3/2018,1,1,1,0
317 Marketplace,"REG Ham - REG-Bacon","Food","FOOD",3/3/2018,1,1,1,0
317 Marketplace,"REG Meatball","Food","FOOD",3/3/2018,2,11.4,12,350
317 Marketplace,"REG Muffuletta","Food","FOOD",3/3/2018,3,18,18,355
317 Marketplace,"REG Roast Beef","Food","FOOD",3/3/2018,2,12,12,185
317 Marketplace,"REG Surf & Turf","Food","FOOD",3/3/2018,2,12,12,275
317 Marketplace,"REG Thank You Turkey","Food","FOOD",3/3/2018,1,6,6,115
317 Marketplace,"REG The Avocado","Food","FOOD",3/3/2018,6,30,36,310
317 Marketplace,"REG The Avocado - REG-Avocado","Food","FOOD",3/3/2018,1,1,1,0
317 Marketplace,"REG The Avocado - REG-Bacon","Food","FOOD",3/3/2018,1,1,1,0
317 Marketplace,"REG Tuna Salad","Food","FOOD",3/3/2018,1,6,6,265
317 Marketplace,"REG Turkey","Food","FOOD",3/3/2018,23,121.86,138,105
317 Marketplace,"REG Turkey - REG-Avocado","Food","FOOD",3/3/2018,3,3,3,0
317 Marketplace,"REG Turkey - REG-Bacon","Food","FOOD",3/3/2018,5,4.14,5,0
317 Marketplace,"REG Turkey - REG-Double Cheese","Food","FOOD",3/3/2018,3,3,3,0
317 Marketplace,"REG Turkeywich","Food","FOOD",3/3/2018,1,6,6,120
317 Marketplace,"REG Wicked","Food","FOOD",3/3/2018,3,17.5,21,98
317 Marketplace,"Regular Mayo","Food","FOOD",3/3/2018,8,0,0,1540
317 Marketplace,"Roast Beef","Food","FOOD",3/3/2018,3,0,0,185
317 Marketplace,"Salt","Food","FOOD",3/3/2018,4,0,0,1715
317 Marketplace,"Salt & Vinegar Kettle","Food","FOOD",3/3/2018,1,0,0,1988
317 Marketplace,"SLD Crab Salad","Food","FOOD",3/3/2018,1,7,7,1090
317 Marketplace,"SLD Roast Beef","Food","FOOD",3/3/2018,1,7,7,1005
